X,file,dataset,condition,px_cm,genotype,population,location,node,rep_number,base_x,base_y,tip_x,tip_y,rosette_id,PC1,PC2,width,length,area,solidity,asymmetry,circ,ar,PC3,PC4,PC5,PC6,rel_node
10,11.154_15_16_rep3_20240529_0001_lf11.jpg,temp,16,39.37007874,NY_65,11,NYC,11,3,38,103,480.5,113.5,aa,0.08721267650331375,0.046794814755703636,1.2518334831204911,3.6421084361223413,2.426116840530156,0.7748310847448595,0.02367328094822711,0.26633068977058744,0.3443930926682916,4.3272977777557606e-4,-0.04596908741480911,0.05763706731448118,-0.010839413718553629,0.7333333333333333
11,11.154_15_16_rep5_20240529_0001_lf1.jpg,temp,16,39.37007874,NY_65,11,NYC,1,5,37,210,455.5,192.5,ab,0.3245107308108695,0.03760502465298487,2.7565569331586817,3.5924238278737715,6.243700477086918,0.9370297339229073,0.008361156940101882,0.7656798718973318,0.7665385247149785,0.19482755300046156,-0.03662825259845892,0.09386727349930593,0.05303774704306857,0.06666666666666667
12,11.154_15_16_rep5_20240529_0001_lf2.jpg,temp,16,39.37007874,NY_65,11,NYC,2,5,477,133,40.5,134.5,ab,0.1786915032396295,0.024931346947303385,1.9839723381274248,3.6766492004863034,3.532286598101564,0.7722586919495927,0.007331924495438803,0.4873826239128493,0.5394964184397353,0.10243072655841194,-0.028808810482545525,-0.05699666969806418,-0.007231414350345654,0.13333333333333333
13,11.154_15_16_rep5_20240529_0001_lf3.jpg,temp,16,39.37007874,NY_65,11,NYC,3,5,480,113,38.5,115.5,ab,0.11451036550252089,0.06091365497799885,1.7244259946319185,3.6427743048591457,2.8307663060825803,0.7051696654385959,0.025653226274970138,0.40181303585865585,0.47278394470845553,0.061357508981147627,-0.04812537429392005,-0.09911651225574239,-0.008831376480161805,0.2
14,11.154_15_16_rep5_20240529_0001_lf4.jpg,temp,16,39.37007874,NY_65,11,NYC,4,5,473,132,37.5,115.5,ab,0.06777071726216309,0.05494056746781188,1.3658224736205968,3.66679508066027,2.292508253289668,0.6987240502176553,0.04195209186837369,0.3357235563934015,0.36971131549399144,0.03226350037995466,0.1357133238152189,-0.045162063916560385,0.007185212083747086,0.26666666666666666
15,11.154_15_16_rep5_20240529_0001_lf5.jpg,temp,16,39.37007874,NY_65,11,NYC,5,5,475,100,36.5,93.5,ab,0.03811454768242515,0.0748039590831065,1.25474328962065,3.6854215007539057,2.132856239707749,0.7525719744112899,0.017439332766290068,0.3036073060075111,0.34056336456921316,0.02424026313669878,0.07582156489386419,-0.018801272180053525,-0.019193919325935654,0.3333333333333333
16,11.154_15_16_rep5_20240529_0001_lf6.jpg,temp,16,39.37007874,NY_65,11,NYC,6,5,476,97,34.5,87.5,ab,0.052443660546916515,0.029545526366822453,1.2682460786037335,3.6686212362704484,2.0811614461942867,0.7223470880533679,0.006225747202847286,0.2992390217819202,0.34563928942692607,-0.008692096903202636,0.02068933058676817,-0.03431046866945272,2.1972658875672017e-4,0.4
17,11.154_15_16_rep5_20240529_0001_lf7.jpg,temp,16,39.37007874,NY_65,11,NYC,7,5,480,81,34.5,78.5,ab,0.03872820613800012,0.0636488074402056,1.2036665295005335,3.6531843224211076,2.0764962497937347,0.7349203697073482,0.027838689194748575,0.2892376942703966,0.33307458245119326,-0.009979839263546873,-0.03502467599214129,0.009741796821098037,0.014211335763669305,0.4666666666666667
18,11.154_15_16_rep5_20240529_0001_lf8.jpg,temp,16,39.37007874,NY_65,11,NYC,8,5,473,113,36.5,115.5,ab,0.13407423461336307,0.032621761935499934,1.4048864185664096,3.6651098918309657,2.4534545729895996,0.7683592702614607,0.016783260621465214,0.31690394671406574,0.3826873316181042,0.02192140343587973,0.06125880951292691,-0.0031091922606042276,-0.05730364841313468,0.5333333333333333
19,11.154_15_16_rep5_20240529_0001_lf9.jpg,temp,16,39.37007874,NY_65,11,NYC,9,5,471,112,35.5,111.5,ab,0.06897235520374488,-0.053574885509575725,1.3422866935639401,3.659024684272688,2.1348677734369943,0.6917910394326892,0.03900694850488881,0.23616337432824555,0.3676250105413938,-0.009095339507125651,0.025902391002366805,-0.019951147211978115,-0.034327226991782665,0.6
20,11.154_15_16_rep5_20240529_0001_lf10.jpg,temp,16,39.37007874,NY_65,11,NYC,10,5,479,98,32.5,87.5,ab,0.09618362486518116,0.057432352524401466,1.2889704401968776,3.6683765971839555,2.350323730328313,0.7798736557798003,0.02397773185733661,0.2823168350636957,0.3515876101273188,-0.004167282499910929,0.009593738788388484,0.020912387600560245,-0.027282679667837848,0.6666666666666666
